日期(YYYYMMDD),時間(HHMMSS),緯度(度),經度(度),高度(M),衛星等級,衛星數,速度(Knots),方向,平均精度(PDOP)
20090812,181132,30.209276,120.206894,7.5,1,4,0.4,218.3,6.0
20090812,181133,30.209276,120.206894,7.5,1,4,0.1,345.0,6.0
20090812,181134,30.209276,120.206894,7.5,1,4,0.3,171.9,6.0
20090812,181135,30.209274,120.206894,8.0,1,5,0.3,195.9,4.0
20090812,181136,30.209274,120.206894,8.0,1,5,0.1,174.3,4.0
20090812,181137,30.209274,120.206894,8.0,1,4,0.2,239.1,4.0
20090812,181138,30.209274,120.206894,8.0,1,4,0.1,184.5,4.0
20090812,181139,30.209272,120.206894,8.0,1,4,0.2,213.6,4.0
20090812,181140,30.209272,120.206894,8.0,1,4,0.3,191.9,4.0
20090812,181141,30.209272,120.206894,8.0,1,4,0.2,202.0,4.0
20090812,181142,30.209272,120.206894,8.0,1,4,0.2,221.3,4.0
20090812,181143,30.209272,120.206894,8.0,1,4,0.1,188.4,4.0
20090812,181144,30.209272,120.206894,8.0,1,4,0.3,177.9,4.0
20090812,181145,30.209272,120.206894,8.0,1,4,0.5,217.6,4.9
20090812,181146,30.209270,120.206894,8.0,1,4,0.3,212.8,4.5
20090812,181147,30.209270,120.206894,8.0,1,4,0.3,79.5,4.5
20090812,181148,30.209270,120.206894,8.0,1,5,0.2,189.7,3.1
20090812,181149,30.209270,120.206894,8.0,1,4,0.3,201.3,4.9
20090812,181150,30.209270,120.206894,8.0,1,4,0.4,189.1,4.9
20090812,181151,30.209270,120.206894,8.0,1,5,0.5,176.1,3.6
20090812,181152,30.209257,120.206894,9.0,1,4,3.6,161.1,3.5
20090812,181153,30.209238,120.206894,9.5,1,4,5.0,157.1,3.5
20090812,181154,30.209225,120.206902,10.0,1,4,4.1,151.7,4.0
20090812,181155,30.209211,120.206902,10.0,1,4,4.2,153.9,6.3
20090812,181156,30.209192,120.206909,9.5,1,5,6.0,149.3,4.8
20090812,181157,30.209171,120.206924,10.0,1,4,7.1,151.9,4.5
20090812,181158,30.209150,120.206940,10.0,1,4,8.1,140.9,4.9
20090812,181159,30.209129,120.206947,10.0,1,5,8.7,142.5,4.8
20090812,181200,30.209106,120.206963,10.0,1,4,9.3,149.3,6.3
20090812,181201,30.209080,120.206978,10.5,1,5,9.6,157.6,4.8
20090812,181202,30.209049,120.206985,11.5,1,5,9.4,167.0,3.6
20090812,181203,30.209019,120.206985,12.0,1,4,8.9,166.4,3.5
20090812,181204,30.208988,120.206993,12.5,1,5,9.6,155.8,3.1
20090812,181205,30.208965,120.207008,13.5,1,4,8.6,145.1,4.0
20090812,181206,30.208942,120.207024,12.5,1,4,10.0,137.0,4.9
20090812,181207,30.208921,120.207047,12.0,1,4,10.8,131.0,4.9
20090812,181208,30.208897,120.207077,11.5,1,4,12.2,135.4,4.9
20090812,181209,30.208870,120.207100,11.0,1,4,12.1,141.9,4.9
20090812,181210,30.208841,120.207123,11.0,1,4,13.5,137.5,4.9
20090812,181211,30.208815,120.207153,11.0,1,4,13.5,135.1,4.9
20090812,181212,30.208786,120.207184,10.5,1,4,13.8,134.8,4.9
20090812,181213,30.208752,120.207207,12.0,1,4,14.0,135.3,4.0
20090812,181214,30.208717,120.207237,13.5,1,4,14.0,137.7,4.0
20090812,181215,30.208683,120.207268,14.0,1,4,14.0,140.7,3.1
20090812,181216,30.208652,120.207291,14.5,1,4,13.6,140.6,4.0
20090812,181217,30.208622,120.207321,14.5,1,4,13.9,142.1,3.1
20090812,181218,30.208593,120.207336,13.5,1,4,12.5,147.9,3.1
20090812,181219,30.208567,120.207359,12.5,1,4,11.8,143.6,4.0
20090812,181220,30.208536,120.207390,12.5,1,4,14.0,139.2,3.1
20090812,181221,30.208511,120.207420,13.0,1,4,12.6,128.8,3.1
20090812,181222,30.208487,120.207451,14.0,1,4,13.2,130.1,3.1
20090812,181223,30.208475,120.207474,14.5,1,4,9.5,104.6,3.1
20090812,181224,30.208466,120.207504,15.0,1,4,9.4,109.3,3.1
20090812,181225,30.208441,120.207535,14.5,1,4,13.0,120.6,3.4
20090812,181226,30.208426,120.207573,14.5,1,4,12.4,114.3,3.4
20090812,181227,30.208412,120.207611,14.5,1,4,12.9,112.8,3.4
20090812,181228,30.208397,120.207642,15.0,1,4,13.8,111.7,4.0
20090812,181229,30.208382,120.207680,15.0,1,4,14.0,111.9,3.4
20090812,181230,30.208370,120.207726,15.5,1,5,13.9,106.8,3.2
20090812,181231,30.208355,120.207764,16.0,1,6,14.3,110.0,1.8
20090812,181232,30.208336,120.207802,16.5,1,6,15.0,113.0,1.8
20090812,181233,30.208321,120.207848,17.5,1,5,14.4,105.4,2.0
20090812,181234,30.208307,120.207886,18.0,1,4,14.7,102.8,2.2
20090812,181235,30.208292,120.207932,19.0,1,4,15.4,106.1,2.2
20090812,181236,30.208281,120.207977,19.5,1,4,15.0,102.6,2.2
20090812,181237,30.208267,120.208023,19.5,1,4,15.8,107.0,4.0
20090812,181238,30.208256,120.208069,20.0,1,4,15.5,107.0,4.0
20090812,181239,30.208246,120.208115,20.0,1,4,15.7,102.7,4.0
20090812,181240,30.208239,120.208168,19.5,1,4,15.7,100.7,4.0
20090812,181241,30.208229,120.208214,20.0,1,4,15.7,100.1,4.0
20090812,181242,30.208225,120.208267,20.0,1,4,15.9,96.4,4.0
20090812,181243,30.208220,120.208313,20.0,1,4,15.7,96.9,4.0
20090812,181244,30.208214,120.208359,19.5,1,5,14.5,98.5,2.0
20090812,181245,30.208191,120.208397,20.0,1,4,13.3,127.6,4.0
20090812,181246,30.208172,120.208427,20.0,1,4,14.2,122.8,4.0
20090812,181247,30.208147,120.208458,21.0,1,4,14.1,134.1,6.0
20090812,181248,30.208117,120.208488,21.0,1,4,14.2,142.5,4.0
20090812,181249,30.208090,120.208519,23.0,1,4,14.4,137.6,4.0
20090812,181250,30.208071,120.208534,23.5,1,4,9.4,137.2,4.0
20090812,181251,30.208050,120.208549,23.5,1,4,9.3,143.6,2.7
20090812,181252,30.208029,120.208565,24.0,1,4,8.7,147.1,2.7
20090812,181253,30.207996,120.208588,24.5,1,4,13.9,148.7,2.7
20090812,181254,30.207966,120.208588,24.5,1,4,12.2,183.6,2.7
20090812,181255,30.207924,120.208603,25.5,1,5,17.0,160.2,2.3
20090812,181256,30.207895,120.208618,25.0,1,4,11.8,161.6,2.6
20090812,181257,30.207863,120.208633,25.5,1,4,13.4,166.1,3.9
20090812,181258,30.207834,120.208633,25.5,1,4,10.8,175.3,3.1
20090812,181259,30.207804,120.208641,26.0,1,4,12.1,173.9,4.0
20090812,181300,30.207777,120.208649,26.5,1,4,13.2,176.3,4.0
20090812,181301,30.207739,120.208664,26.0,1,4,15.3,166.9,4.0
20090812,181302,30.207701,120.208672,26.5,1,4,14.6,171.2,4.0
20090812,181303,30.207664,120.208679,26.0,1,4,15.5,168.5,2.9
20090812,181304,30.207628,120.208694,26.0,1,4,14.4,165.1,2.6
20090812,181305,30.207588,120.208702,26.0,1,4,16.0,172.2,2.6
20090812,181306,30.207552,120.208702,25.0,1,4,14.2,174.7,2.6
20090812,181307,30.207518,120.208702,24.0,1,4,13.6,180.8,2.6
20090812,181308,30.207483,120.208717,23.5,1,4,13.8,167.2,2.6
20090812,181309,30.207453,120.208733,24.0,1,4,13.3,163.5,3.9
20090812,181310,30.207418,120.208740,24.0,1,4,12.9,164.4,2.6
20090812,181311,30.207390,120.208755,23.5,1,4,11.3,160.8,2.6
20090812,181312,30.207354,120.208771,23.0,1,4,14.7,172.0,2.6
20090812,181313,30.207317,120.208778,23.0,1,4,15.2,171.3,3.5
20090812,181314,30.207273,120.208794,22.5,1,4,16.0,171.3,5.0
20090812,181315,30.207235,120.208801,22.5,1,4,16.0,172.7,3.5
20090812,181316,30.207190,120.208809,22.0,1,4,15.6,172.1,4.0
20090812,181317,30.207157,120.208839,22.0,1,4,15.8,146.0,3.5
20090812,181318,30.207119,120.208862,22.0,1,4,16.4,145.9,2.6
20090812,181319,30.207104,120.208870,22.0,1,4,6.9,158.8,3.5
20090812,181320,30.207113,120.208862,22.0,1,5,4.0,314.7,5.0
20090812,181321,30.207113,120.208862,24.0,1,5,1.9,253.3,5.0
20090812,181322,30.207104,120.208862,24.0,1,4,3.9,197.1,3.3
20090812,181323,30.207081,120.208878,24.5,1,6,8.6,160.0,2.5
20090812,181324,30.207056,120.208885,25.0,1,6,10.2,164.0,2.4
20090812,181325,30.207020,120.208885,24.5,1,5,14.1,175.4,2.5
20090812,181326,30.206987,120.208885,24.0,1,5,12.6,176.1,3.1
20090812,181327,30.206951,120.208893,23.5,1,4,13.5,176.6,3.5
20090812,181328,30.206917,120.208893,23.0,1,4,13.8,173.0,3.5
20090812,181329,30.206882,120.208900,23.0,1,4,13.5,172.1,3.5
20090812,181330,30.206861,120.208893,23.5,1,5,7.2,195.4,3.6
20090812,181331,30.206831,120.208900,24.0,1,6,11.4,174.1,1.5
20090812,181332,30.206812,120.208900,24.0,1,5,6.3,173.5,3.6
20090812,181333,30.206804,120.208893,24.5,1,4,3.2,217.7,4.0
20090812,181334,30.206795,120.208885,24.5,1,4,2.3,207.0,4.0
20090812,181335,30.206789,120.208878,24.5,1,5,2.6,254.0,3.6
20090812,181336,30.206776,120.208870,24.5,1,5,2.0,219.2,3.6
20090812,181337,30.206768,120.208855,25.0,1,5,1.8,236.7,3.6
20090812,181338,30.206764,120.208847,24.5,1,5,4.0,272.4,3.6
20090812,181339,30.206762,120.208839,24.5,1,5,0.8,345.3,3.6
20090812,181340,30.206764,120.208839,24.5,1,5,2.4,337.1,3.6
20090812,181341,30.206768,120.208824,25.0,1,5,5.3,322.3,3.6
20090812,181342,30.206762,120.208817,25.5,1,5,1.4,70.8,3.6
20090812,181343,30.206749,120.208832,26.0,1,4,1.4,319.0,5.1
20090812,181344,30.206726,120.208847,27.0,1,6,3.6,134.5,1.7
20090812,181345,30.206715,120.208847,27.0,1,6,2.2,300.0,1.7
20090812,181346,30.206701,120.208878,26.0,1,5,8.6,92.9,2.0
20090812,181347,30.206680,120.208908,25.5,1,5,9.7,103.1,2.0
20090812,181348,30.206661,120.208946,25.0,1,5,10.9,105.4,2.0
20090812,181349,30.206638,120.208992,25.5,1,5,10.9,107.1,2.0
20090812,181350,30.206614,120.209045,25.5,1,5,12.1,98.8,2.0
20090812,181351,30.206585,120.209114,26.0,1,5,12.2,95.4,2.0
20090812,181352,30.206558,120.209183,27.0,1,5,12.5,91.1,2.0
20090812,181353,30.206545,120.209221,26.5,1,5,12.9,100.1,3.2
20090812,181354,30.206518,120.209274,26.5,1,5,13.6,110.5,3.2
20090812,181355,30.206495,120.209320,27.0,1,4,13.6,106.8,5.5
20090812,181356,30.206474,120.209373,27.5,1,4,13.3,96.8,5.5
20090812,181357,30.206461,120.209427,28.5,1,5,13.4,91.4,2.1
20090812,181358,30.206451,120.209480,29.5,1,5,13.4,86.6,2.1
20090812,181359,30.206453,120.209526,30.0,1,5,13.0,81.4,3.1
20090812,181400,30.206467,120.209564,30.0,1,4,13.8,66.6,3.5
20090812,181401,30.206476,120.209610,30.5,1,4,14.0,71.5,3.8
20090812,181402,30.206490,120.209648,30.5,1,4,14.0,64.4,3.8
20090812,181403,30.206499,120.209686,30.5,1,4,14.2,73.6,3.4
20090812,181404,30.206499,120.209732,31.0,1,4,14.2,89.2,3.4
20090812,181405,30.206501,120.209778,30.5,1,4,13.7,85.3,3.5
20090812,181406,30.206501,120.209824,30.0,1,4,14.1,86.9,3.5
20090812,181407,30.206514,120.209869,31.5,1,5,14.4,55.7,3.3
20090812,181408,30.206501,120.209923,31.5,1,4,16.1,108.8,4.3
20090812,181409,30.206478,120.209976,31.0,1,4,17.8,115.7,6.1
20090812,181410,30.206476,120.210022,31.0,1,5,13.5,84.9,3.3
20090812,181411,30.206463,120.210068,31.0,1,4,15.4,105.0,6.1
20090812,181412,30.206451,120.210121,30.5,1,5,14.3,96.9,3.3
20090812,181413,30.206448,120.210175,30.0,1,5,13.2,83.3,3.3
20090812,181414,30.206463,120.210213,27.5,1,4,11.2,60.4,3.5
20090812,181415,30.206482,120.210243,26.5,1,4,12.9,42.3,3.8
20090812,181416,30.206491,120.210274,26.0,1,4,9.2,65.8,3.8
20090812,181417,30.206499,120.210304,24.5,1,4,9.7,73.8,3.3
20090812,181418,30.206499,120.210342,24.0,1,4,11.2,86.5,3.8
20090812,181419,30.206505,120.210381,25.0,1,4,11.9,72.2,6.1
20090812,181420,30.206516,120.210403,25.0,1,4,9.8,60.8,3.8
20090812,181421,30.206528,120.210434,25.0,1,4,9.6,56.6,3.8
20090812,181422,30.206532,120.210464,24.0,1,4,10.4,77.3,3.5
20090812,181423,30.206532,120.210503,22.5,1,4,10.5,81.1,3.8
20090812,181424,30.206533,120.210541,23.0,1,4,12.8,76.4,3.4
20090812,181425,30.206543,120.210579,23.0,1,4,11.8,69.9,3.8
20090812,181426,30.206554,120.210617,23.0,1,4,12.3,63.8,3.8
20090812,181427,30.206558,120.210655,23.0,1,4,12.2,74.3,3.8
20090812,181428,30.206558,120.210693,23.5,1,4,11.8,78.5,3.5
20090812,181429,30.206568,120.210732,22.5,1,4,11.0,66.8,3.8
20090812,181430,30.206575,120.210762,21.0,1,4,10.9,65.2,3.8
20090812,181431,30.206596,120.210785,20.5,1,4,9.8,29.9,7.7
20090812,181432,30.206619,120.210800,20.0,1,4,10.7,31.0,7.7
20090812,181433,30.206625,120.210838,20.0,1,4,12.0,76.1,3.8
20090812,181434,30.206631,120.210869,17.5,1,5,8.4,77.0,3.1
20090812,181435,30.206636,120.210899,18.0,1,4,11.8,75.5,3.8
20090812,181436,30.206650,120.210938,18.0,1,5,11.8,67.4,2.1
20090812,181437,30.206663,120.210968,18.5,1,4,12.2,64.4,3.8
20090812,181438,30.206644,120.211014,18.0,1,4,16.1,117.1,7.7
20090812,181439,30.206629,120.211060,18.0,1,5,14.3,111.7,5.3
20090812,181440,30.206619,120.211090,17.5,1,4,13.2,108.4,3.4
20090812,181441,30.206612,120.211128,17.0,1,4,13.0,109.9,3.4
20090812,181442,30.206610,120.211166,18.0,1,4,12.9,97.2,3.4
20090812,181443,30.206621,120.211197,18.0,1,4,10.2,76.6,3.4
20090812,181444,30.206652,120.211220,18.5,1,4,10.8,68.7,6.3
20090812,181445,30.206678,120.211250,18.5,1,4,11.3,62.9,6.3
20090812,181446,30.206705,120.211281,19.5,1,4,12.3,73.4,6.3
20090812,181447,30.206717,120.211319,19.5,1,4,12.2,73.0,3.6
20090812,181448,30.206732,120.211349,18.5,1,4,11.5,68.6,3.6
20090812,181449,30.206738,120.211388,17.0,1,4,11.3,82.2,7.7
20090812,181450,30.206743,120.211418,16.0,1,4,11.4,78.6,7.7
20090812,181451,30.206749,120.211456,15.5,1,4,11.3,73.2,3.8
20090812,181452,30.206758,120.211494,15.0,1,4,12.3,73.8,3.8
20090812,181453,30.206766,120.211533,15.0,1,4,12.5,73.4,3.8
20090812,181454,30.206774,120.211571,16.0,1,4,12.6,73.0,6.1
20090812,181455,30.206778,120.211609,17.0,1,4,12.4,77.0,6.1
20090812,181456,30.206783,120.211647,18.0,1,4,12.0,71.9,6.1
20090812,181457,30.206789,120.211685,18.0,1,4,12.1,72.1,6.1
20090812,181458,30.206785,120.211716,19.5,1,4,9.6,89.3,6.1
20090812,181459,30.206791,120.211754,20.0,1,4,12.0,69.5,6.1
20090812,181500,30.206800,120.211792,20.0,1,4,11.8,66.1,6.1
20090812,181501,30.206810,120.211823,20.5,1,4,12.1,67.4,6.1
20090812,181502,30.206820,120.211861,21.0,1,4,11.8,66.3,9.1
20090812,181503,30.206833,120.211891,21.0,1,4,11.9,62.6,6.1
20090812,181504,30.206839,120.211929,21.5,1,4,12.0,72.7,6.1
20090812,181505,30.206842,120.211967,21.0,1,4,11.8,81.4,9.1
20090812,181506,30.206842,120.211998,21.5,1,4,10.5,75.8,6.1
20090812,181507,30.206854,120.212029,21.0,1,4,10.3,76.0,2.8
20090812,181508,30.206865,120.212059,20.5,1,5,10.8,79.0,1.8
20090812,181509,30.206871,120.212090,20.5,1,4,11.3,90.9,2.8
20090812,181510,30.206869,120.212128,19.0,1,4,10.2,98.8,7.8
20090812,181511,30.206863,120.212158,18.0,1,4,10.8,108.3,7.8
20090812,181512,30.206861,120.212189,18.0,1,4,12.0,110.1,2.8
20090812,181513,30.206852,120.212227,18.0,1,4,12.0,110.6,3.4
20090812,181514,30.206846,120.212257,18.0,1,6,12.6,121.9,2.0
20090812,181515,30.206829,120.212288,18.5,1,5,12.7,121.9,3.1
20090812,181516,30.206814,120.212326,18.5,1,4,12.6,120.3,6.0
20090812,181517,30.206802,120.212357,19.5,1,8,12.8,119.1,1.4
20090812,181518,30.206793,120.212387,20.0,1,8,12.3,123.0,1.4
20090812,181519,30.206779,120.212418,21.0,1,7,12.1,127.7,1.5
20090812,181520,30.206755,120.212433,21.0,1,6,12.7,147.7,1.5
20090812,181521,30.206726,120.212448,22.0,1,6,13.9,159.4,1.6
20090812,181522,30.206697,120.212463,22.0,1,6,13.9,161.3,1.6
20090812,181523,30.206669,120.212471,23.0,1,4,14.4,162.9,5.4
20090812,181524,30.206636,120.212486,23.5,1,4,14.5,161.7,5.4
20090812,181525,30.206606,120.212502,24.0,1,4,14.3,163.3,5.4
20090812,181526,30.206575,120.212517,24.0,1,4,14.0,164.8,5.4
20090812,181527,30.206543,120.212524,25.0,1,4,14.8,169.5,5.4
20090812,181528,30.206512,120.212532,25.0,1,4,13.5,168.9,5.4
20090812,181529,30.206478,120.212540,25.0,1,4,14.1,170.4,5.4
20090812,181530,30.206446,120.212547,25.5,1,5,14.0,173.2,2.5
20090812,181531,30.206411,120.212555,25.5,1,5,14.2,173.9,2.5
20090812,181532,30.206377,120.212563,25.5,1,7,14.1,174.4,1.7
20090812,181533,30.206347,120.212570,25.5,1,7,13.6,171.5,1.7
20090812,181534,30.206314,120.212578,25.5,1,6,13.2,170.6,2.4
20090812,181535,30.206282,120.212585,26.0,1,5,13.1,173.9,2.5
20090812,181536,30.206249,120.212585,26.0,1,5,13.5,174.7,2.5
20090812,181537,30.206217,120.212593,26.0,1,4,13.6,175.4,3.6
20090812,181538,30.206182,120.212601,26.0,1,4,13.9,169.4,3.6
20090812,181539,30.206150,120.212608,26.5,1,5,13.9,171.3,2.3
20090812,181540,30.206114,120.212616,27.0,1,5,14.2,169.6,2.3
20090812,181541,30.206079,120.212631,27.5,1,5,14.4,169.3,2.3
20090812,181542,30.206043,120.212639,28.0,1,4,14.8,169.7,3.6
20090812,181543,30.206009,120.212646,28.0,1,4,14.9,168.5,6.4
20090812,181544,30.205973,120.212654,28.5,1,4,15.2,169.2,6.4
20090812,181545,30.205935,120.212662,29.5,1,6,15.8,169.3,2.9
20090812,181546,30.205898,120.212677,30.5,1,7,15.1,164.4,2.0
20090812,181547,30.205866,120.212692,31.5,1,7,14.2,165.0,2.0
20090812,181548,30.205835,120.212700,32.0,1,7,13.1,167.4,2.0
20090812,181549,30.205807,120.212715,32.5,1,6,12.1,163.6,2.4
20090812,181550,30.205780,120.212723,33.0,1,6,11.2,169.4,2.4
20090812,181551,30.205755,120.212730,33.5,1,6,10.5,166.1,2.4
20090812,181552,30.205732,120.212738,34.0,1,6,9.9,165.9,2.4
20090812,181553,30.205711,120.212746,34.5,1,6,9.3,164.1,2.4
20090812,181554,30.205692,120.212761,34.5,1,5,8.4,154.1,3.4
20090812,181555,30.205679,120.212776,34.5,1,6,8.0,135.0,1.5
20090812,181556,30.205667,120.212791,34.5,1,6,8.3,120.0,1.5
20090812,181557,30.205664,120.212814,34.5,1,8,7.9,110.5,1.3
20090812,181558,30.205662,120.212845,34.5,1,7,8.2,99.9,2.0
20090812,181559,30.205662,120.212868,34.5,1,7,8.4,95.3,1.5
20090812,181600,30.205666,120.212891,34.5,1,8,8.5,89.4,1.3
20090812,181601,30.205669,120.212921,34.0,1,7,8.6,87.4,1.7
20090812,181602,30.205671,120.212952,34.0,1,7,9.0,84.1,2.0
20090812,181603,30.205673,120.212982,34.0,1,6,9.6,88.0,2.2
20090812,181604,30.205679,120.213013,33.5,1,7,9.5,87.5,1.7
20090812,181605,30.205681,120.213043,33.5,1,7,9.4,87.6,1.5
20090812,181606,30.205685,120.213066,33.5,1,6,9.2,83.3,2.9
20090812,181607,30.205687,120.213097,33.5,1,7,7.7,81.9,2.0
20090812,181608,30.205690,120.213112,33.0,1,8,3.6,90.1,1.3
20090812,181609,30.205694,120.213127,32.5,1,8,3.7,86.6,1.3
20090812,181610,30.205694,120.213150,32.0,1,7,6.2,89.6,2.0
20090812,181611,30.205688,120.213173,32.0,1,6,7.8,107.0,2.9
20090812,181612,30.205675,120.213196,31.5,1,7,8.9,127.2,2.0
20090812,181613,30.205656,120.213211,32.0,1,7,9.8,150.4,2.0
20090812,181614,30.205631,120.213219,32.0,1,6,10.2,160.3,2.9
20090812,181615,30.205601,120.213234,32.0,1,6,13.1,162.1,2.9
20090812,181616,30.205566,120.213242,31.5,1,7,14.2,170.0,2.0
20090812,181617,30.205532,120.213249,31.5,1,7,14.3,172.4,2.0
20090812,181618,30.205498,120.213257,31.5,1,7,14.0,172.2,2.0
20090812,181619,30.205463,120.213264,31.0,1,8,13.8,174.1,1.3
20090812,181620,30.205431,120.213272,31.0,1,8,13.6,173.9,1.3
20090812,181621,30.205399,120.213280,31.5,1,6,13.5,163.3,1.9
20090812,181622,30.205366,120.213287,31.5,1,6,13.1,165.6,1.9
20090812,181623,30.205336,120.213303,31.5,1,6,13.5,160.2,1.9
20090812,181624,30.205301,120.213318,31.5,1,5,13.8,166.8,3.1
20090812,181625,30.205267,120.213326,31.5,1,5,14.2,169.4,3.1
20090812,181626,30.205231,120.213326,31.0,1,6,14.1,174.7,2.4
20090812,181627,30.205196,120.213326,31.0,1,7,14.5,185.8,2.0
20090812,181628,30.205160,120.213318,31.0,1,6,14.9,191.6,2.9
20090812,181629,30.205122,120.213318,30.5,1,6,15.1,183.5,2.4
20090812,181630,30.205084,120.213326,30.5,1,7,15.1,176.1,2.0
20090812,181631,30.205050,120.213333,30.5,1,6,14.5,172.9,2.9
20090812,181632,30.205015,120.213333,30.0,1,6,14.4,176.7,2.1
20090812,181633,30.204983,120.213341,30.0,1,7,13.7,175.9,2.0
20090812,181634,30.204948,120.213341,30.0,1,6,13.6,170.9,2.9
20090812,181635,30.204916,120.213348,30.0,1,6,13.4,174.2,2.9
20090812,181636,30.204882,120.213356,29.5,1,6,13.6,174.6,2.4
20090812,181637,30.204849,120.213356,29.5,1,6,14.0,173.8,2.9
20090812,181638,30.204813,120.213364,29.5,1,7,14.3,179.8,2.0
20090812,181639,30.204777,120.213364,29.5,1,7,14.2,177.8,2.0
20090812,181640,30.204742,120.213371,29.0,1,7,14.1,175.6,2.0
20090812,181641,30.204708,120.213379,29.0,1,7,14.1,172.9,2.0
20090812,181642,30.204674,120.213387,29.0,1,7,13.9,172.9,2.0
20090812,181643,30.204641,120.213387,29.0,1,7,13.2,173.6,2.0
20090812,181644,30.204611,120.213394,28.5,1,7,12.9,171.7,2.0
20090812,181645,30.204580,120.213402,28.5,1,7,12.5,171.0,2.0
20090812,181646,30.204552,120.213409,28.5,1,7,11.9,168.6,2.0
20090812,181647,30.204527,120.213417,28.0,1,7,11.2,164.5,2.0
20090812,181648,30.204500,120.213432,27.5,1,7,11.7,162.9,2.0
20090812,181649,30.204473,120.213448,27.5,1,8,11.8,156.1,1.3
20090812,181650,30.204449,120.213463,27.0,1,8,11.4,149.8,1.3
20090812,181651,30.204432,120.213501,25.5,1,8,14.1,120.5,1.3
20090812,181652,30.204437,120.213531,26.0,1,7,11.3,81.8,1.5
20090812,181653,30.204437,120.213570,25.5,1,6,12.2,89.9,1.9
20090812,181654,30.204439,120.213608,25.5,1,5,13.1,88.3,2.1
20090812,181655,30.204441,120.213646,25.0,1,6,13.5,88.0,1.9
20090812,181656,30.204443,120.213692,24.5,1,7,13.4,88.3,1.5
20090812,181657,30.204439,120.213730,24.0,1,7,13.5,96.7,1.4
20090812,181658,30.204439,120.213768,23.5,1,7,13.4,92.2,1.4
20090812,181659,30.204443,120.213806,23.5,1,9,13.2,87.7,1.2
20090812,181700,30.204447,120.213852,23.5,1,8,13.9,88.0,1.3
20090812,181701,30.204453,120.213898,23.5,1,9,14.2,82.8,1.2
20090812,181702,30.204460,120.213936,23.0,1,8,14.3,79.0,1.3
20090812,181703,30.204466,120.213982,23.0,1,8,14.2,85.7,1.3
20090812,181704,30.204468,120.214027,22.5,1,8,13.9,89.1,1.3
20090812,181705,30.204472,120.214066,22.5,1,8,13.8,85.7,1.3
20090812,181706,30.204477,120.214104,22.5,1,8,13.7,82.8,1.3
20090812,181707,30.204481,120.214149,22.5,1,8,13.9,85.2,1.3
20090812,181708,30.204485,120.214188,22.5,1,8,13.8,85.8,1.3
20090812,181709,30.204489,120.214233,22.0,1,8,13.6,84.6,1.3
20090812,181710,30.204493,120.214272,22.0,1,8,13.6,85.3,1.3
20090812,181711,30.204496,120.214310,22.0,1,8,13.3,83.6,1.3
20090812,181712,30.204500,120.214355,22.0,1,8,13.9,85.5,1.3
20090812,181713,30.204504,120.214394,22.0,1,7,13.9,85.4,1.7
20090812,181714,30.204510,120.214432,22.0,1,8,13.8,82.3,1.3
20090812,181715,30.204514,120.214470,22.0,1,8,13.8,83.2,1.3
20090812,181716,30.204517,120.214516,22.0,1,8,13.7,85.9,1.3
20090812,181717,30.204521,120.214554,22.0,1,8,13.7,84.3,1.3
20090812,181718,30.204523,120.214600,22.5,1,9,14.0,88.3,1.2
20090812,181719,30.204523,120.214638,22.5,1,9,13.9,88.9,1.2
20090812,181720,30.204525,120.214676,22.5,1,9,13.5,89.2,1.2
20090812,181721,30.204527,120.214714,22.5,1,9,13.2,86.4,1.2
20090812,181722,30.204527,120.214760,22.5,1,9,13.4,91.2,1.2
20090812,181723,30.204529,120.214798,22.5,1,9,13.2,89.4,1.2
20090812,181724,30.204531,120.214836,22.5,1,9,13.7,86.8,1.2
20090812,181725,30.204535,120.214874,22.0,1,9,13.7,85.2,1.2
20090812,181726,30.204536,120.214920,22.0,1,9,14.0,88.7,1.2
20090812,181727,30.204536,120.214958,22.0,1,9,14.1,92.3,1.2
20090812,181728,30.204536,120.215004,22.0,1,9,14.2,90.8,1.2
20090812,181729,30.204538,120.215042,22.0,1,9,14.2,89.1,1.2
20090812,181730,30.204538,120.215088,22.0,1,9,14.0,88.7,1.2
20090812,181731,30.204540,120.215126,22.0,1,8,13.8,88.8,1.3
20090812,181732,30.204540,120.215172,22.0,1,8,13.9,90.3,1.3
20090812,181733,30.204542,120.215210,22.0,1,9,13.5,88.1,1.2
20090812,181734,30.204546,120.215248,22.0,1,8,13.6,82.6,1.3
20090812,181735,30.204550,120.215286,22.0,1,8,13.6,84.0,1.3
20090812,181736,30.204554,120.215324,22.0,1,8,13.4,86.4,1.3
20090812,181737,30.204557,120.215370,21.5,1,8,13.4,83.3,1.3
20090812,181738,30.204561,120.215408,21.5,1,8,13.4,85.5,1.3
20090812,181739,30.204563,120.215446,21.5,1,8,13.4,86.3,1.3
20090812,181740,30.204567,120.215485,21.5,1,8,13.4,87.0,1.3
20090812,181741,30.204569,120.215523,21.0,1,8,13.6,87.3,1.3
20090812,181742,30.204571,120.215561,21.0,1,7,13.5,84.9,1.5
20090812,181743,30.204575,120.215599,21.0,1,7,13.1,86.9,1.5
20090812,181744,30.204575,120.215637,21.0,1,7,13.2,88.8,1.5
20090812,181745,30.204578,120.215675,21.0,1,8,13.4,86.0,1.3
20090812,181746,30.204582,120.215714,20.5,1,7,13.1,84.3,1.5
20090812,181747,30.204584,120.215752,20.5,1,8,13.2,87.1,1.4
